product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
Veal - Heart,893,918.11,3/30/2022,Gabcube,Apt 1021,electronics,53.67,5430759880113,257
Calvados - Boulard,185,271.44,11/2/2022,Aimbo,Apt 309,clothing,10.49,3942326168504,240
Sauce - Soy Low Sodium - 3.87l,230,775.64,11/7/2022,Quaxo,Room 262,electronics,16.41,9274919381512,68
"Nestea - Ice Tea, Diet",945,420.0,8/1/2022,Tagchat,Room 897,clothing,16.75,8813705589865,164
Shrimp - Black Tiger 13/15,214,87.39,3/23/2023,Thoughtsphere,PO Box 11450,home goods,61.63,2619126639958,101
Pork - Sausage Casing,39,699.36,8/12/2022,Jabbersphere,Apt 331,clothing,48.77,9288541636259,349
"Lamb - Leg, Diced",879,954.55,3/2/2023,Skaboo,14th Floor,clothing,59.78,9119748769228,237
"Soup - Campbells, Cream Of",453,722.99,2/22/2022,Thoughtbridge,Room 1129,clothing,22.13,3205490763131,322
Soup - Campbells Mushroom,850,464.5,9/8/2022,Yamia,Room 1778,home goods,68.83,3682150863487,242
Beef - Salted,45,504.84,2/1/2022,Dabtype,Suite 58,clothing,83.96,8568307852388,202
Wine - Casablanca Valley,766,478.5,11/10/2023,Brightdog,Suite 3,home goods,59.86,6309867052182,157
Ham - Procutinni,710,873.89,10/7/2022,Oodoo,19th Floor,electronics,89.95,4631676469759,136
Cheese - Perron Cheddar,593,343.08,11/16/2022,Topicstorm,20th Floor,electronics,34.97,9120154523390,222
Cocoa Powder - Natural,221,380.65,2/26/2023,Skimia,Room 1500,clothing,12.11,7377051362453,19
Clam - Cherrystone,752,155.15,9/15/2022,Mybuzz,PO Box 99731,electronics,77.0,6607493957948,298
Pop Shoppe Cream Soda,535,848.64,11/28/2022,Browsezoom,Suite 85,electronics,25.3,6309311729149,185
Beef - Prime Rib Aaa,349,568.06,11/8/2023,Yadel,PO Box 56043,home goods,63.45,6582116169853,63
Duck - Legs,252,918.74,10/2/2022,Fatz,Apt 424,electronics,40.56,8655788559841,268
"Bread - Roll, Calabrese",426,302.88,11/9/2022,Realcube,Suite 80,clothing,99.17,7779244862698,213
Aspic - Clear,545,140.61,12/30/2022,Riffwire,4th Floor,clothing,19.81,7362741922515,119
Coffee Cup 8oz 5338cd,347,75.91,10/4/2023,Meevee,PO Box 36246,electronics,4.56,7835870414195,122
"Jam - Marmalade, Orange",983,744.99,4/1/2023,Edgeify,12th Floor,electronics,23.69,4618992401440,314
Hersey Shakes,352,523.71,7/8/2022,Twimm,PO Box 58585,clothing,42.56,3361548599880,301
"Tortillas - Flour, 8",275,903.4,10/8/2023,Rhycero,PO Box 82751,electronics,57.68,7490297584890,111
Beef - Tenderloin - Aa,65,664.48,9/25/2022,Linkbridge,PO Box 68644,home goods,30.25,8161491262088,363
"Sauce - Apple, Unsweetened",940,375.18,5/6/2022,Zoomdog,PO Box 39536,home goods,77.38,6035262774967,53
Beer - Mcauslan Apricot,540,225.48,12/13/2022,Jaloo,17th Floor,home goods,51.99,1469583130014,314
Sobe - Green Tea,359,412.49,5/22/2023,Quimba,PO Box 2171,home goods,50.46,8932193027375,76
Macaroons - Homestyle Two Bit,326,990.46,2/3/2022,Skidoo,Apt 1477,electronics,74.5,8012961571156,200
Carbonated Water - Wildberry,702,748.72,1/20/2022,Mycat,Room 856,clothing,53.68,7363520205382,344
"Gin - Gilbeys London, Dry",899,899.02,12/12/2022,Einti,Apt 864,home goods,6.35,7564131345687,160
Wine - Chardonnay Mondavi,574,78.25,1/14/2023,Tagfeed,Room 872,electronics,72.87,2751266530110,228
Sobe - Tropical Energy,506,391.79,3/15/2022,Tagchat,Suite 36,clothing,32.56,9153536273130,165
Truffle Shells - Semi - Sweet,615,419.33,10/24/2022,Photojam,Apt 1234,clothing,85.94,1285306486421,37
Lobster - Live,759,583.68,11/24/2022,Photobug,PO Box 92490,electronics,92.32,3949273729855,19
Eggplant Oriental,319,867.11,2/3/2022,Myworks,Suite 10,home goods,27.53,8313718364147,71
Oats Large Flake,131,249.78,5/3/2023,Jayo,5th Floor,home goods,83.86,6256231187175,54
"Bread - Bagels, Mini",720,599.16,1/25/2023,Dabtype,Room 1676,home goods,75.1,3963289915472,3
Sea Urchin,122,707.26,1/27/2023,Fliptune,16th Floor,electronics,42.24,3718512356244,117
Tea - Herbal - 6 Asst,230,330.31,2/2/2023,Blogtags,Suite 23,home goods,14.92,5373860826609,177
Bouq All Italian - Primerba,867,587.55,4/29/2022,Linkbuzz,Suite 34,electronics,55.91,3446094532619,203
"Pasta - Cannelloni, Sheets, Fresh",794,774.22,5/2/2022,Babbleset,Apt 735,electronics,48.48,9441660760490,237
Sugar - White Packet,767,710.33,3/26/2023,Twinte,Room 457,electronics,25.27,3031589101085,35
Beer - Steamwhistle,776,227.14,9/17/2022,Gabvine,Room 1946,electronics,25.06,4076445758288,26
"Beef - Baby, Liver",525,712.07,3/11/2022,InnoZ,Apt 885,clothing,50.78,1567409023474,52
Dooleys Toffee,562,446.96,4/29/2023,Bubblebox,PO Box 61169,home goods,30.84,3100603820982,100
"Wine - Red, Cabernet Merlot",157,797.74,12/24/2022,Oyope,PO Box 27569,clothing,39.22,1790233156179,131
Wine - Zinfandel Rosenblum,874,737.91,1/27/2022,Edgeify,5th Floor,home goods,79.96,6107916107073,62
Coffee - Dark Roast,707,182.16,4/17/2023,Kamba,PO Box 669,home goods,98.7,1569660651205,128
Water - Evian 355 Ml,805,398.79,5/16/2022,Jabberstorm,PO Box 39517,electronics,88.88,4259693797335,18
Eel - Smoked,612,474.39,6/2/2022,Photolist,Suite 86,clothing,13.72,2355608381726,327
Mix Pina Colada,57,888.83,11/1/2022,Roombo,Room 383,home goods,1.5,9136047875779,63
Vinegar - White Wine,748,679.32,12/23/2023,Vidoo,PO Box 66996,home goods,92.21,6958609957550,230
Nantucket - 518ml,465,962.46,6/3/2022,Cogilith,Apt 1280,clothing,46.53,7984137027981,264
Squid Ink,966,729.52,5/29/2023,Layo,9th Floor,electronics,4.1,2227128253010,180
Table Cloth 90x90 White,720,576.89,12/12/2022,Tagpad,3rd Floor,clothing,45.1,5830198308268,338
Steamers White,936,820.59,1/24/2023,Fliptune,Apt 1695,home goods,44.18,5424966220125,110
Pears - Fiorelle,180,145.81,1/20/2022,Twitterbridge,Room 1637,electronics,47.39,2703424435427,207
"Bread - Rolls, Corn",632,279.98,3/20/2023,Bubbletube,Room 875,clothing,4.43,9719232600634,151
"Loaf Pan - 2 Lb, Foil",803,538.86,1/5/2022,Jazzy,Suite 91,clothing,28.5,9100852680932,181
"Crab - Dungeness, Whole",834,150.46,8/8/2023,Mydeo,Suite 51,clothing,43.24,5882938994261,176
Milk - 2%,178,946.3,10/22/2022,Devshare,PO Box 83431,home goods,68.0,2622067813930,51
"Cheese - Boursin, Garlic / Herbs",821,543.59,8/28/2023,Pixope,5th Floor,clothing,62.8,1175659224041,312
Shrimp - Black Tiger 16/20,570,497.47,1/9/2023,Livetube,Suite 84,clothing,51.0,4731587918620,227
Octopus,140,551.66,12/30/2022,Meejo,Apt 1521,home goods,27.23,1021629265831,274
Tomato - Plum With Basil,810,381.47,12/22/2022,Feedfire,Room 1030,clothing,44.85,7281305675414,159
Coffee Swiss Choc Almond,710,527.0,3/8/2022,Vimbo,Apt 976,clothing,32.92,9471933405550,139
Quail Eggs - Canned,850,718.2,8/9/2022,Meevee,Room 1974,electronics,40.07,9796025860370,327
Beef - Top Butt Aaa,36,29.8,8/17/2023,Edgeclub,Room 1692,electronics,42.81,6958192758012,25
Juice - Happy Planet,568,340.6,1/5/2022,Viva,PO Box 12504,home goods,22.91,4776047320199,210
Chip - Potato Dill Pickle,921,408.5,7/10/2022,Browsezoom,5th Floor,electronics,22.87,8294449399805,285
Bay Leaf Ground,189,66.76,3/26/2023,Tagpad,Room 11,electronics,48.16,1727647915384,291
Bouq All Italian - Primerba,243,556.61,8/10/2023,Eamia,Room 391,electronics,84.59,4213429338522,77
Long Island Ice Tea,421,894.31,9/6/2022,Twitterlist,9th Floor,clothing,92.71,3957420971577,32
Pumpkin,992,265.79,3/5/2022,Linktype,Suite 100,home goods,48.43,3885686929324,46
Wine - Magnotta - Belpaese,692,255.54,10/9/2023,Dazzlesphere,Room 811,home goods,47.16,8572919222930,55
"Red Snapper - Fillet, Skin On",386,789.83,5/11/2022,Skimia,Room 1633,home goods,43.71,3818378331633,205
Meldea Green Tea Liquor,397,382.97,11/24/2023,Skipfire,Room 1675,clothing,45.8,1311955812420,240
Alize Red Passion,807,983.35,5/25/2023,Kare,Suite 95,clothing,26.03,5962235567702,327
Hog / Sausage Casing - Pork,931,945.87,12/5/2022,Livepath,Suite 77,home goods,17.13,1856842749682,111
Hagen Daza - Dk Choocolate,413,74.42,1/14/2022,Jazzy,PO Box 18086,clothing,68.28,8739885542279,16
Shopper Bag - S - 4,872,282.54,8/25/2022,Devcast,Suite 63,clothing,62.39,8349257461111,286
Pork - Side Ribs,955,782.0,4/28/2023,Dynabox,Apt 1228,clothing,55.08,4781786545092,113
"Lentils - Red, Dry",588,280.03,12/17/2022,Topicstorm,PO Box 94129,home goods,74.87,7561040871666,326
Snapple - Mango Maddness,792,634.0,7/18/2023,Feedfire,PO Box 38969,home goods,2.85,5689217063757,54
Soupcontfoam16oz 116con,586,827.08,2/9/2023,Edgetag,Room 1675,clothing,41.37,1397423170358,278
"Tart Shells - Savory, 2",489,157.65,2/6/2022,Browsebug,11th Floor,home goods,7.15,1374138364847,266
Cheese - Grana Padano,568,61.43,5/12/2023,Kwilith,PO Box 32563,home goods,3.37,6117755397691,326
Beer - Heinekin,201,674.26,3/13/2022,Jabbersphere,Suite 74,electronics,18.39,5114629451186,76
Extract Vanilla Pure,952,848.09,7/29/2023,Chatterpoint,PO Box 69509,home goods,81.99,1988918029449,152
Sea Bass - Whole,820,715.11,11/25/2022,Gabtune,Room 1624,home goods,14.41,3566289943490,156
Flower - Carnations,931,720.17,9/22/2022,Riffpedia,Apt 1495,clothing,64.98,3759525072850,56
Oil - Avocado,846,861.38,6/17/2023,Fiveclub,Suite 37,clothing,69.99,6730120883550,17
Roe - Flying Fish,555,488.58,3/1/2023,Twitterwire,Room 1320,electronics,78.33,1510710709331,7
"Potatoes - Purple, Organic",556,392.64,11/22/2022,Yozio,Apt 1859,home goods,53.3,9100981021999,361
Miso - Soy Bean Paste,16,381.17,8/3/2022,Quatz,4th Floor,clothing,30.61,2381072523706,116
Beef - Kobe Striploin,561,358.43,6/5/2022,Lazz,6th Floor,home goods,70.3,6074462504273,48
Straw - Regular,636,728.85,1/11/2022,Chatterpoint,PO Box 36257,home goods,3.84,1816727501661,62
Pumpkin,872,602.99,6/5/2023,Avaveo,Room 351,electronics,50.88,9296473836439,40
Bread - Sour Sticks With Onion,875,26.07,2/20/2023,Skidoo,Suite 97,home goods,1.77,3586089097051,197
"Tart Shells - Savory, 3",474,317.52,3/19/2023,Eidel,Apt 1341,home goods,74.06,8185535727388,205
Rabbit - Legs,452,124.69,12/9/2023,Rhyzio,13th Floor,clothing,5.38,1179800771986,212
Shark - Loin,719,202.99,3/8/2022,Dynabox,Suite 7,clothing,96.13,5762311304023,326
Vanilla Beans,361,426.3,2/24/2022,Gigabox,PO Box 79317,electronics,94.49,2335160435498,317
Blueberries,655,518.95,1/28/2023,Tanoodle,Room 1107,clothing,67.76,1966094715492,314
Icecream Bar - Del Monte,494,76.12,6/26/2023,Demimbu,Room 1574,clothing,71.87,3359006874705,338
Flavouring Vanilla Artificial,796,216.52,5/2/2022,Linktype,Apt 454,electronics,99.63,9374397411011,212
Longos - Chicken Wings,883,991.7,4/9/2023,Agivu,11th Floor,electronics,12.9,7432298915704,12
Sugar - Icing,11,979.74,9/26/2023,Bubblemix,Suite 19,clothing,60.95,3676648966004,356
Pastry - Baked Cinnamon Stick,179,479.73,12/12/2023,Trudeo,Room 882,clothing,95.79,4188769033109,17
Energy Drink Bawls,175,155.01,8/13/2023,Babbleset,Suite 59,home goods,65.13,3506993173005,230
"Soup - French Onion, Dry",888,3.74,12/3/2022,Feedfish,13th Floor,clothing,55.89,4735692833521,164
Pasta - Ravioli,864,431.02,12/16/2022,Demimbu,Suite 40,home goods,96.29,8292001816627,60
Cream Of Tartar,725,688.75,4/1/2023,Aimbo,Room 1008,electronics,68.36,6098028014201,107
Juice - Prune,141,404.84,4/26/2022,Riffpath,PO Box 10190,electronics,77.06,5528011221369,365
Bay Leaf Ground,740,191.53,7/11/2023,Meezzy,8th Floor,electronics,17.13,7910232966964,159
Sword Pick Asst,690,64.21,4/24/2023,Divape,PO Box 95249,electronics,12.68,4715184231534,287
Rice - Long Grain,426,600.2,11/10/2023,Meemm,Apt 1388,electronics,31.16,1703575403957,95
Bouq All Italian - Primerba,663,275.08,2/25/2023,Fliptune,13th Floor,home goods,52.62,1151117368909,259
Muffin Batt - Choc Chk,222,610.54,12/30/2023,Jabbersphere,PO Box 27756,electronics,3.87,4325977701795,36
Bread - Petit Baguette,873,625.69,6/16/2023,Feedfish,13th Floor,clothing,29.09,3664980584966,80
Cookies - Fortune,710,477.6,6/16/2023,Voonyx,Apt 1843,electronics,70.69,7418290928233,267
V8 Splash Strawberry Kiwi,367,53.62,2/6/2022,Topiclounge,PO Box 44972,home goods,85.08,5989519975178,21
Broom - Push,848,294.34,3/6/2023,Browsedrive,PO Box 15198,clothing,56.29,2944157136467,186
"Juice - Pineapple, 48 Oz",129,283.43,4/25/2023,Mydo,PO Box 86434,clothing,42.74,3721365762627,65
Wine - Periguita Fonseca,105,733.11,5/17/2023,Browseblab,19th Floor,electronics,0.47,6114290392645,6
Wine - Conde De Valdemar,775,251.98,9/16/2023,Divavu,PO Box 14892,home goods,93.56,3717810797717,23
"Pepper - Black, Ground",276,304.62,4/16/2023,Centimia,Room 96,electronics,97.08,7182805931188,265
Foam Espresso Cup Plain White,447,566.95,2/11/2022,Yakidoo,20th Floor,electronics,66.27,9710407635229,128
Blueberries,834,565.09,8/18/2022,Fivebridge,Suite 35,home goods,63.47,2182001817823,260
"Turkey - Whole, Fresh",247,685.44,12/3/2023,Trilith,11th Floor,electronics,4.93,1040137698030,277
Beans - French,321,2.62,2/11/2023,Youopia,20th Floor,home goods,80.83,7292981171033,5
Ice Cream - Strawberry,418,53.54,11/13/2023,Browsebug,3rd Floor,home goods,73.42,6760688788516,118
"Pork - Bacon, Double Smoked",509,38.45,7/6/2023,Dablist,Suite 29,electronics,69.57,6080315603738,215
Wine - Touraine Azay - Le - Rideau,721,255.09,3/14/2023,Trilia,Apt 1969,clothing,72.4,6152979415783,98
Mushrooms - Honey,502,450.52,6/29/2022,Ntags,PO Box 67634,electronics,41.02,7354196271450,194
Wine - Remy Pannier Rose,525,654.49,4/10/2022,Dabjam,Apt 1391,home goods,64.55,7647332570397,50
Muffin Batt - Blueberry Passion,395,474.48,9/28/2023,Reallinks,Suite 34,clothing,84.65,8472998858096,107
"Beans - Kidney, Red Dry",237,421.06,7/21/2023,Skippad,PO Box 60122,electronics,53.24,8939223778477,154
Pail For Lid 1537,440,696.92,4/24/2023,Innojam,Room 1353,electronics,79.68,4235029791310,226
Pepsi - 600ml,978,365.15,11/12/2023,Feedspan,PO Box 43351,electronics,69.96,6325635599397,95
Sugar - Individual Portions,976,52.29,7/4/2023,Quaxo,Apt 246,electronics,95.4,6478777031522,198
"Shrimp - Baby, Cold Water",904,261.79,7/4/2023,Vitz,6th Floor,clothing,60.89,7914459233731,232
Ice Cream - Strawberry,227,479.18,8/25/2023,Twinder,5th Floor,electronics,85.76,6373250099815,45
Easy Off Oven Cleaner,294,97.09,9/18/2022,BlogXS,Room 1326,home goods,94.42,1391734681746,162
Beef - Inside Round,820,218.99,4/26/2022,Realmix,PO Box 54258,electronics,69.46,9029629657581,49
Cookies - Englishbay Oatmeal,304,901.25,4/16/2023,Rhycero,Apt 517,home goods,52.28,9600789265253,332
Vanilla Beans,819,819.95,5/9/2022,Kayveo,PO Box 6095,home goods,93.19,8952649143762,348
Pepper - Chilli Seeds Mild,74,411.19,3/1/2022,Kayveo,Apt 1982,electronics,20.14,2228494780840,211
Amaretto,152,565.25,1/17/2023,Riffpedia,8th Floor,home goods,93.06,1061296572474,222
"Soup - Beef Conomme, Dry",897,890.38,12/10/2022,Eamia,4th Floor,electronics,95.19,8353079548645,330
"Cheese - Cheddar, Medium",506,496.5,7/11/2022,Jayo,2nd Floor,electronics,17.56,9252273943472,163
Red Currant Jelly,622,887.53,11/6/2022,Skiba,13th Floor,home goods,51.91,8193932343948,323
"Pepper - Paprika, Spanish",881,864.07,4/12/2022,Twitternation,Room 657,electronics,84.67,3678132968123,332
Daves Island Stinger,665,47.29,9/17/2022,Twitterwire,Suite 17,electronics,78.35,3880829589095,365
Cake - Pancake,966,252.32,11/1/2023,Browseblab,Room 21,electronics,28.66,7644243854026,216
Truffle Cups - Red,88,870.31,6/25/2023,Twiyo,Suite 2,electronics,15.26,7952003512331,312
Huck White Towels,451,233.11,7/12/2022,Fivespan,Apt 1231,electronics,18.93,6383122703566,164
Pastry - Key Limepoppy Seed Tea,140,347.76,11/2/2023,Fadeo,Apt 410,electronics,91.29,8492259701571,193
"Coconut - Shredded, Unsweet",631,100.66,5/21/2023,Lazz,Suite 76,home goods,91.6,5470866195008,348
Melon - Honey Dew,751,267.3,12/24/2022,Skimia,Suite 53,electronics,38.29,3164869218736,239
Nantucket - Orange Mango Cktl,688,115.57,1/2/2023,Oozz,Suite 17,clothing,42.53,8506997586493,73
Salt - Seasoned,464,194.66,3/12/2023,Janyx,PO Box 41788,clothing,56.54,7630418625478,189
Table Cloth 53x69 White,939,968.32,4/25/2022,Oozz,6th Floor,electronics,56.36,3396618965155,11
Lamb - Sausage Casings,288,523.24,11/16/2023,Tagtune,Suite 26,clothing,2.87,8512932451214,241
The Pop Shoppe - Root Beer,522,142.7,3/13/2022,Riffpedia,Suite 68,home goods,73.93,9969511490221,212
Beef - Tender Tips,131,678.88,4/10/2022,Mydeo,4th Floor,home goods,53.32,4121146533085,178
Parsley Italian - Fresh,375,904.93,7/25/2022,Quinu,3rd Floor,clothing,9.05,3373253562803,70
Muffin - Carrot Individual Wrap,822,129.28,3/15/2022,Vimbo,11th Floor,clothing,60.46,3603214730562,130
"Shrimp - 21/25, Peel And Deviened",659,894.45,4/20/2023,Roombo,Room 1864,electronics,17.41,3172695831763,72
Mustard Prepared,706,213.8,3/14/2023,Yodel,PO Box 27909,home goods,97.89,8566245792045,126
Muffin - Zero Transfat,397,625.94,6/7/2023,Gigashots,Apt 169,electronics,74.37,6271091130166,172
Chocolate - Compound Coating,121,678.9,12/14/2022,Zoomdog,Apt 1460,electronics,39.05,3618000657100,151
Onions - White,388,535.91,11/12/2022,Dabjam,12th Floor,home goods,89.59,7432979149552,74
Cheese Cloth,660,512.0,12/19/2022,Thoughtstorm,Room 1025,clothing,81.71,6660971587982,55
Beer - Paulaner Hefeweisse,666,183.24,11/18/2022,Riffpedia,Suite 90,home goods,30.06,1983197009728,285
"Turkey - Whole, Fresh",457,33.1,12/5/2022,Edgeify,PO Box 30669,electronics,67.81,4267922366569,91
"Veal - Chops, Split, Frenched",116,755.82,6/13/2022,Zoomdog,PO Box 54062,home goods,25.28,5319657538947,201
Chutney Sauce,134,64.75,3/13/2023,Skyble,Apt 383,electronics,12.04,6793091365005,102
Beef - Short Ribs,115,319.39,7/18/2022,Jayo,PO Box 67359,clothing,53.88,2481503724126,107
"Beef - Tongue, Cooked",314,961.31,12/20/2023,Tekfly,Suite 26,home goods,91.92,5621137553052,90
"Wine - White, Concha Y Toro",108,221.26,5/28/2023,Eare,Apt 683,home goods,25.49,2509541377199,337
Pur Value,845,392.27,7/23/2023,Photojam,Room 416,clothing,30.93,5933273808372,174
Aspic - Clear,1,31.87,6/20/2023,Linklinks,Apt 30,electronics,52.68,9716060423023,281
Sugar - Fine,504,676.77,9/12/2023,Pixonyx,4th Floor,clothing,57.7,4398479249449,212
Cheese - Le Cru Du Clocher,137,452.29,9/29/2023,Reallinks,Suite 31,electronics,66.29,8759265554107,34
Chicken - Bones,659,632.24,2/18/2022,Livefish,PO Box 13213,clothing,1.94,8827272474854,257
"Lamb - Racks, Frenched",664,483.88,6/24/2022,Twimm,11th Floor,electronics,41.87,2946672061292,117
Snapple Raspberry Tea,374,391.43,1/7/2022,Gabtune,Suite 45,home goods,11.2,6184323939628,206
"Veal - Brisket, Provimi, Bone - In",201,851.51,2/9/2023,Jaloo,Room 386,electronics,85.43,6732833459947,293
Lobster - Tail 6 Oz,946,555.8,5/2/2022,Yoveo,Suite 100,electronics,27.52,7458237499348,170
"Pepper - Red, Finger Hot",592,242.38,10/27/2022,Zoozzy,Suite 13,home goods,14.33,4327569893815,174
Glaze - Apricot,988,499.4,9/20/2023,Abatz,Suite 99,electronics,41.25,2353832679008,185
Muffin Batt - Blueberry Passion,860,746.56,8/11/2023,Dabshots,Room 502,home goods,29.36,2327571898623,87
Anchovy Fillets,658,918.14,8/19/2023,Photobug,4th Floor,home goods,39.53,8228070626223,73
Skirt - 29 Foot,969,333.68,10/2/2022,Meejo,Suite 11,home goods,29.33,9071143021284,337
Gloves - Goldtouch Disposable,85,610.0,8/17/2023,Photobug,Apt 883,electronics,52.88,9341736019522,275
Wine - Delicato Merlot,794,604.32,12/3/2022,Quamba,2nd Floor,clothing,64.53,5811278496948,107
Dried Cranberries,822,861.0,2/27/2023,Wordtune,Apt 959,home goods,43.51,6497643813742,205
Yokaline,5,567.89,1/27/2022,Dablist,Suite 30,electronics,64.97,1648517250631,37
Coffee - 10oz Cup 92961,906,77.82,4/30/2023,Rhyzio,Suite 88,electronics,9.28,6114339201961,136
Clams - Bay,827,886.9,1/6/2023,Flipopia,PO Box 45390,clothing,44.67,8804134940790,4
Kiwi Gold Zespri,117,757.74,4/25/2023,Meeveo,Room 261,clothing,70.76,6375992027641,242
Pie Shell - 5,411,591.83,1/19/2023,Vinte,7th Floor,electronics,5.83,7615145673472,95
Salt And Pepper Mix - Black,353,276.95,1/5/2022,Gevee,Apt 541,electronics,50.85,6571561687343,105
"Basil - Primerba, Paste",317,166.26,8/24/2023,Quire,7th Floor,clothing,5.56,5941939990981,75
"Turkey - Breast, Double",226,783.0,5/6/2022,Realblab,Apt 858,clothing,10.63,5137156436206,225
Tea - English Breakfast,800,479.47,4/16/2022,Edgepulse,2nd Floor,electronics,28.86,1666831106506,213
Beans - Kidney White,857,692.65,4/5/2023,Thoughtworks,Room 1903,home goods,70.27,3716954263383,355
"Soup - Campbells, Butternut",432,717.25,10/29/2022,Zava,Suite 74,clothing,28.08,1013503880104,246
"Doilies - 10, Paper",253,362.73,3/29/2023,Skyba,Apt 894,home goods,46.46,4470668312315,77
Rice - Jasmine Sented,323,505.94,5/21/2022,Reallinks,PO Box 5532,electronics,42.81,4642209123829,215
Cheese - Comtomme,248,583.72,9/11/2022,Gabspot,Suite 22,electronics,40.5,8705232635728,319
Sesame Seed,126,440.26,10/5/2023,Edgetag,Room 1616,home goods,21.14,6050966363374,155
Cheese - Sheep Milk,215,308.07,1/3/2023,Dabjam,Suite 37,electronics,85.38,5956879951820,354
Bread - Mini Hamburger Bun,614,255.73,8/10/2023,Layo,Suite 77,electronics,50.08,6362286882549,204
Monkfish Fresh - Skin Off,892,185.25,1/31/2023,Fivebridge,Suite 56,electronics,4.01,1398000420356,98
Lentils - Green Le Puy,124,237.44,12/16/2022,Skidoo,PO Box 35591,clothing,74.4,2934842346978,277
Table Cloth 62x114 Colour,383,592.98,2/4/2023,Jaxbean,Apt 1708,clothing,99.36,6359832094221,351
Marzipan 50/50,78,323.86,3/9/2022,Miboo,15th Floor,home goods,6.93,2184282259536,165
Rosemary - Dry,606,287.46,2/26/2023,Youfeed,PO Box 8777,home goods,0.17,8229932236621,116
Foil - Round Foil,730,119.86,8/2/2022,Thoughtsphere,Apt 1735,electronics,37.92,3174829064770,274
Blouse / Shirt / Sweater,264,441.15,6/2/2022,Brightdog,Room 1975,electronics,61.75,1291362386190,41
Yams,549,84.22,5/29/2022,Divape,Suite 22,clothing,79.8,2728964085895,163
Kirsch - Schloss,248,326.05,5/26/2023,Babblestorm,PO Box 7553,home goods,61.45,5548451957776,295
"Melon - Watermelon, Seedless",627,819.98,11/28/2023,Kamba,Suite 48,home goods,90.34,5011859698632,74
"Fish - Base, Bouillion",181,769.79,6/17/2023,Jetpulse,Apt 543,electronics,83.11,3195268345303,100
"Cheese - Woolwich Goat, Log",563,652.87,12/4/2022,Tagfeed,Suite 35,clothing,47.7,7278634253088,322
"Salmon - Smoked, Sliced",171,857.59,1/26/2022,Fatz,Room 1706,clothing,64.51,7014357683012,69
"Juice - Grape, White",275,438.1,10/29/2023,Oyope,Apt 1835,clothing,63.48,6426120919340,124
Tomatoes Tear Drop Yellow,363,340.34,1/9/2023,Kwinu,PO Box 37082,electronics,33.82,9803463022220,154
"Chocolate - Semi Sweet, Calets",101,137.3,12/15/2022,Zoomlounge,Apt 543,clothing,77.57,7262740256121,102
Scallops - 20/30,492,485.86,8/28/2022,Camimbo,Suite 63,home goods,82.01,7656408089491,322
Nantucket - Kiwi Berry Cktl.,373,371.64,12/28/2022,Riffpedia,Suite 36,electronics,61.84,1323511331121,133
"Cheese - Havarti, Roasted Garlic",872,537.07,4/28/2022,Meevee,Suite 85,clothing,21.45,3649764301714,55
Lid - 16 Oz And 32 Oz,2,261.57,6/25/2023,Riffwire,PO Box 91576,electronics,84.01,5038419353669,223
Tuna - Yellowfin,276,632.25,7/30/2022,Wikido,Suite 81,electronics,37.39,4259843033717,201
"Bread - Crumbs, Bulk",382,195.78,8/7/2022,Chatterbridge,PO Box 35340,clothing,91.01,4679936528372,125
"Lemonade - Kiwi, 591 Ml",156,516.82,7/2/2023,Vinte,Suite 96,electronics,13.42,3294775012118,240
Mushroom - Morel Frozen,854,217.28,7/6/2022,Eadel,Room 689,electronics,84.9,6015361509093,272
"Juice - V8, Tomato",366,947.96,2/6/2022,Npath,Apt 1520,home goods,94.37,2722797201648,365
Galliano,242,140.64,10/20/2022,Livefish,PO Box 36047,electronics,37.69,4133131741085,35
Capicola - Hot,57,334.59,7/16/2023,Babbleblab,Apt 691,electronics,25.97,3543383010946,153
"Nut - Hazelnut, Ground, Natural",340,732.14,3/24/2023,Linkbuzz,19th Floor,clothing,33.94,2853073613280,323
Sauce - Cranberry,413,454.66,6/21/2023,Devpoint,10th Floor,electronics,44.66,4435531681032,337
Gatorade - Lemon Lime,939,570.91,10/19/2022,Linktype,PO Box 17836,clothing,18.74,5711349350022,345
"Doilies - 10, Paper",721,593.46,1/18/2023,Yotz,Suite 2,electronics,50.27,3059314559118,49
Wine - Vouvray Cuvee Domaine,983,747.83,2/28/2023,Dynazzy,Room 52,electronics,41.22,6396446442588,188
Kirsch - Schloss,163,516.18,12/7/2022,Zooxo,Room 160,clothing,80.82,4448970655258,156
Cheese - La Sauvagine,915,370.96,9/30/2022,Trupe,Room 221,home goods,10.96,3722632199116,115
Pike - Frozen Fillet,132,564.28,4/30/2023,Wikizz,Room 364,electronics,14.16,3738325066305,196
Plastic Arrow Stir Stick,517,639.64,7/18/2023,Buzzshare,17th Floor,home goods,0.3,1972612384522,308
Bay Leaf Ground,650,317.03,10/26/2023,Meezzy,Room 1564,electronics,89.31,7575839649473,192
Oil - Sunflower,693,79.06,11/11/2022,Yadel,PO Box 98955,clothing,23.65,6169415522035,34
"Wine - Red, Concha Y Toro",858,652.82,6/6/2022,Voonyx,Room 300,clothing,97.37,2127225424871,67
Crackers - Melba Toast,817,638.74,2/14/2023,Plambee,Room 890,electronics,34.81,9391227855584,7
Bread Cranberry Foccacia,333,942.89,8/8/2023,Mydo,Apt 640,clothing,68.52,1233592625433,267
